Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
AP;1600212;Cutias;20,7770621234;40,5350628293;;;;37,0027752081;;34,8250043531;17,0532060027;
AP;1600238;Ferreira Gomes;16,818028927;48,8519785051;15,7878118093;15,3256704981;59,5681310499;14,4948543267;28,2206857627;67,5675675676;13,1734949282;
AP;1600253;Itaubal;22,8780599405;22,2766763199;43,4216239687;;;60,5815831987;19,7589409208;;55,6896231669;
AP;1600279;Laranjal do Jari;34,1997264022;57,2628364192;44,3117682728;18,2515057492;13,3997364718;52,4980313238;25,7295396557;30,9463390481;22,2464911216;
AP;1600303;Macapá;44,3503530876;30,3874277401;36,4785992218;32,7039537479;40,7376651051;41,2122540692;56,0693455354;53,1166230229;59,9634547053;
AP;1600402;Mazagão;22,9147571036;5,5903398927;16,3791220791;16,0093921767;20,8800960484;25,5440890978;30,0285271007;28,8794763188;9,4312930303;
AP;1600501;Oiapoque;14,2728007993;23,0606032654;35,8134121228;21,7523710084;33,8567015109;32,9733740005;20,0867748674;23,0973553528;45,0670372179;
AP;1600535;Porto Grande;34,8290474256;16,9242920005;32,930845225;53,4530682061;26,0552371027;45,7572830342;79,4320607655;52,4009146341;46,5462669894;
AP;1600550;Pracuúba;;24,8818113959;24,1021932996;;45,3617600363;;21,4822771214;;40,0560785099;
AP;1600600;Santana;39,5058873408;34,121282202;33,5786439824;39,4868545506;24,42002442;32,0798431652;51,8207528941;52,6150529969;61,8677368113;
AP;1600709;Tartarugalzinho;7,7663870767;14,9779075863;36,1663652803;6,9969213546;13,557483731;32,8644669383;51,0692626875;54,908181319;23,7318303174;
AP;1600808;Vitória do Jari;23,5534270236;;44,7828034035;7,286505392;7,1209855444;27,8473962684;6,8119891008;13,093289689;25,6328099968;
BA;2900108;Abaíra;;;;;;;;;;
BA;2900207;Abaré;27,810223038;21,8173884586;64,2742367434;31,5972405077;36,2882322447;45,9934587081;55,1682632028;15,3609831029;60,5632381145;
BA;2900306;Acajutiba;38,8626206361;51,6095735759;38,5604113111;38,4245917387;44,671346522;57,2482666497;76,1228114692;99,3574882427;112,3669773283;
BA;2900355;Adustina;30,2224371373;5,9952038369;23,7981913375;17,7210703526;29,3341155764;5,8302238806;23,183030022;5,9916117436;11,9161105815;
BA;2900405;Água Fria;;23,9822531327;11,9210824343;17,7819927687;29,486347821;5,8664789393;28,6845275658;71,3054845802;29,5840482812;
BA;2900504;Érico Cardoso;8,740494712;8,7742388348;;;;8,7427872006;8,7680841736;;;
BA;2900603;Aiquara;;;;20,9775540172;;20,9775540172;21,0748155954;44,3458980044;22,3313979455;
BA;2900702;Alagoinhas;47,4732210915;61,6997279904;62,6971660881;70,7871796552;56,6546411222;66,6683927092;74,6643323335;58,6537628388;72,2658321842;
BA;2900801;Alcobaça;26,772567043;35,5998576006;57,70084332;56,0925094926;73,1875322886;55,8371273946;34,2891432;26,7546597699;120,272617934;
BA;2900900;Almadina;29,8596595999;15,1837230489;15,4297176362;47,4158368895;;32,5361965186;49,4886176179;105,7827926657;71,8648939993;
BA;2901007;Amargosa;13,8152077807;24,6541569648;21,7385397136;21,5743911976;34,6149749707;13,2247143462;28,9161693962;35,3126527951;21,603521374;
BA;2901106;Amélia Rodrigues;26,3752825923;64,107398748;75,4802430464;18,8843146882;71,8146426277;75,6429652042;37,8443838934;59,3284024839;134,7922613384;
BA;2901155;América Dourada;5,9463637985;5,937889674;;11,8455342336;17,748328699;11,8189339322;17,8773613015;31,053971803;18,637013108;
BA;2901205;Anagé;11,1590537122;26,4830508475;9,5120327214;24,1569233742;9,8101731496;19,9034681793;;16,1768670801;5,4963174673;
BA;2901304;Andaraí;;;27,1591526344;6,7851811643;;7,289692375;29,1290416545;37,9794910748;7,6028282521;
BA;2901353;Andorinha;13,1691578324;6,6229551626;6,66000666;;20,1857085184;6,760411033;;20,2839756592;13,6147038802;
BA;2901403;Angical;;;;;;;6,7994832393;7,1123755334;35,6709709638;
BA;2901502;Anguera;;9,1709464417;9,0818272636;;17,8412132025;;17,5407823189;63,2911392405;17,9500987255;
BA;2901601;Antas;5,5595708011;;10,8078897595;16,0051216389;21,0870367442;5,212677231;15,4782788154;21,1785884471;26,1876080239;
BA;2901700;Antônio Cardoso;8,2149018319;8,2068116537;8,1994096425;16,3853842373;16,3773337701;;8,1967213115;8,547739123;;
BA;2901809;Antônio Gonçalves;;17,04303366;16,8676731045;8,352125616;8,2760903749;;25,0229376929;8,599191676;8,5360648741;
BA;2901908;Aporá;26,7637297934;47,9105669417;37,0703807658;52,6981450253;31,4745842732;20,8942749687;31,2126098944;45,4209958553;39,6084422565;
BA;2901957;Apuarema;;25,519969376;25,5918106206;25,6574727389;25,7036370646;12,8799587841;12,9115558425;67,6406926407;27,1739130435;
BA;2902005;Aracatu;;;6,9881201957;21,0792580101;35,3182171364;14,1964792731;;15,00825454;7,5591503515;
BA;2902054;Araças;24,628519826;24,5078016502;16,2628069605;32,3860416161;32,2554632691;32,1310948671;56,0224089636;49,5540138751;41,1759861649;
BA;2902104;Araci;20,2131569276;9,1149393857;9,0471537654;8,9839187854;16,0642570281;21,2871638402;19,771015691;37,1698849592;44,3631120723;
BA;2902203;Aramari;28,3714772082;9,3747070404;9,0326077138;35,8519315228;26,6903914591;17,6819025727;52,7009222661;53,2670454545;17,6491351924;
BA;2902252;Arataca;18,2665083569;45,7917391703;27,5482093664;50,7528336999;67,9290141802;34,0773555972;136,7872103958;89,7424391995;162,4695369618;
BA;2902302;Aratuípe;22,0750551876;22,00220022;21,9322294111;43,7349661054;43,9415577282;32,8623069339;32,7868852459;56,8181818182;56,7343696812;
BA;2902401;Aurelino Leal;20,9438704273;14,2267747902;21,7281089303;22,1811460259;75,171014057;15,2835090937;54,3014506245;91,4608796874;42,4664515033;
BA;2902500;Baianópolis;;;;;;;;14,527493281;7,2337962963;
BA;2902609;Baixa Grande;14,194464159;18,9134238025;4,7254512806;4,7227732124;23,6027190332;33,0204254918;14,0232786425;;58,5708707536;
BA;2902658;Banzaê;;;7,9955225074;7,9782990266;;7,2944780801;21,8372397729;;22,6980404025;
BA;2902708;Barra;9,6211202832;17,1520048788;7,5547245359;26,2363898728;22,3098088793;20,3004466098;38,4876198156;22,696752473;16,9074411527;
BA;2902807;Barra da Estiva;35,8374770416;9,0375056484;41,0060142154;;4,4310528181;8,9333571556;8,9960417416;23,7699072974;52,8515831451;
BA;2902906;Barra do Choça;16,3697378114;22,087854441;33,3750521485;33,7391402142;25,5638243481;37,2995151063;63,9144708172;70,882642998;78,0810793928;
BA;2903003;Barra do Mendes;;6,7944014132;;;6,8780521356;27,5444153698;6,8634179822;43,0508717802;21,5827338129;
BA;2903102;Barra do Rocha;15,0353330326;46,0546515198;15,664160401;15,9718894745;30,7031010132;93,4142923867;15,7778479015;101,1463250169;34,3583576705;
BA;2903201;Barreiras;;4,0832437288;0,6712670837;1,3254161807;4,5989094015;0,6496965917;12,2171567461;40,0899065445;34,4533936593;
BA;2903235;Barro Alto;6,9725282387;13,7712593817;6,8059620227;6,7317401548;;6,504911208;33,1279401047;20,4512918399;40,5350628293;
BA;2903276;Barrocas;;;;6,4641241112;;12,6815040264;18,5563184264;6,3661828368;31,5537044049;
BA;2903300;Governador Lomanto Júnior;44,1241359023;45,2352231604;108,12480692;29,5551943254;60,38647343;76,9585962752;31,4119679598;50,8646998983;174,1250217656;
BA;2903409;Belmonte;26,1244394131;64,8172154524;21,4518620216;17,0423075284;63,5055038103;50,5029249611;41,8567661462;116,9134840218;133,540105109;
BA;2903508;Belo Campo;29,6208530806;11,9104335398;5,3694158076;16,1821025945;21,6684723727;5,4395126197;27,3044997816;57,3855158958;34,6480337241;
BA;2903607;Biritinga;19,1926300301;;;;12,6798960249;12,6630365962;18,0418571085;31,3106644123;6,2597809077;
BA;2903706;Boa Nova;12,3175463448;;25,8748948832;19,813750743;13,4616679007;;20,9585021657;45,1637184795;15,4404385085;
BA;2903805;Boa Vista do Tupim;5,275652862;5,2823411336;5,2884869639;21,1774671749;16,058237876;5,359056806;10,2480016397;26,7794976166;16,109977446;
BA;2903904;Bom Jesus da Lapa;13,4563341955;22,1739323252;21,9397680235;8,7870888375;7,2549986941;8,6299892125;52,7892709374;64,6602398307;52,4712501275;
BA;2903953;Bom Jesus da Serra;;;;9,3949642991;18,8714851859;18,9537528431;38,040893961;;10,0583383625;
BA;2904001;Boninal;6,9304872133;;;6,7833401167;;6,8549492734;6,8143100511;7,0412617941;;
BA;2904050;Bonito;12,7967240386;;18,7805183423;24,7954376395;17,9275726067;;17,6408326473;;24,0427961772;
BA;2904100;Boquira;;;12,8932439402;4,4664790745;;;4,4547398432;13,9340455179;4,6468401487;
BA;2904209;Botuporã;;;8,6415485655;;9,017945712;;;;;
BA;2904308;Brejões;6,6454013822;13,3475707421;26,8024658269;;6,5496463191;;;27,6816608997;6,9589422408;
BA;2904407;Brejolândia;;;;;;;9,2867756315;47,9524311883;9,5301629658;
BA;2904506;Brotas de Macaúbas;26,5674814028;17,8874877024;;8,8487744447;8,9605734767;18,071744827;9,0505928138;9,567546881;;
BA;2904605;Brumado;13,2226548153;7,3146468489;21,8556941368;33,4418983366;31,8752807198;18,771207855;27,3487541923;22,4228653432;19,3890943801;
BA;2904704;Buerarema;71,4212835425;20,4206657137;61,3026819923;36,248770131;31,0945273632;36,2938767045;129,7420727594;59,6658711217;59,8118644989;
BA;2904753;Buritirama;9,6847610285;9,608917075;4,7689446326;9,4719393796;;4,6403712297;13,8433851691;4,7723584996;9,4935206721;
BA;2904803;Caatiba;8,3111702128;8,6021505376;17,8746983645;9,2353158478;9,534706331;9,8415510284;19,9123855038;;14,1984949595;
BA;2904852;Cabaceiras do Paraguaçu;16,4329535495;;16,1559588562;26,7193929354;10,6095167365;42,1407501054;26,0430230741;48,4287559191;16,0444967376;
BA;2904902;Cachoeira;23,7086210473;5,8964002476;38,1388253242;40,8830744072;46,5210944087;46,3311519083;59,9777225602;77,0256258332;70,8780012404;
BA;2905008;Caculé;8,5367935803;;;12,9132231405;17,1013253527;4,2466451503;4,2220814862;4,3643346572;8,6786721632;
BA;2905107;Caém;27,4624679605;;;19,1772940838;19,453360568;9,862905612;39,2965910207;31,4432449429;;
BA;2905156;Caetanos;;;12,6863304789;6,3123343012;;;6,2324711748;6,4624531472;;
BA;2905206;Caetité;3,9950461428;15,9140640541;7,9261284825;11,5017444312;17,1906635596;17,1320884016;13,2837407014;3,9412750025;11,7968581035;
BA;2905305;Cafarnaum;5,5151114053;10,9541023113;10,8837614279;16,2258640273;10,7550010755;32,0958596341;47,5762541629;32,835330816;27,2390499019;
BA;2905404;Cairu;18,5208050377;6,0463147711;17,7914838097;23,2991612302;28,6319647254;16,9223826715;72,2824576036;56,6925562674;61,4079160386;
BA;2905503;Caldeirão Grande;15,1964136464;30,1477238468;14,959982048;14,8533234311;29,5050527403;;7,3297661805;;7,5414781297;
BA;2905602;Camacan;39,2050423716;30,0851409489;69,0400432251;54,4332889803;45,2720852322;39,1589854811;45,1032865261;62,6017278077;71,9469469469;
BA;2905701;Camaçari;56,6417312838;60,1016402422;73,1249211216;68,5838700898;76,3996233321;72,1457972459;86,2795045091;98,9281053012;64,6867967439;
BA;2905800;Camamu;45,864134247;42,9922613929;37,4752395739;45,690327089;55,0615312612;76,8534021354;82,0950660865;85,2878464819;65,2519291875;
BA;2905909;Campo Alegre de Lourdes;3,3788349777;6,7403612834;;10,0630618543;;3,3402364887;6,6680002667;3,4696922383;6,9338510609;
BA;2906006;Campo Formoso;28,4953053984;11,3231047953;9,8465347231;13,9846448599;15,2992392106;20,7546386617;25,9853934736;14,1631022859;21,1529783394;
BA;2906105;Canápolis;20,1734920315;;;9,8716683119;9,8609604575;;;;10,2891243955;
BA;2906204;Canarana;11,8310525693;7,8167747987;3,8756685528;19,2263323848;22,9016374671;15,1618527784;26,2152647742;54,1481338232;46,1183704842;
BA;2906303;Canavieiras;52,8339546215;59,0231665929;44,4958618848;62,5558534406;83,8097518633;27,0522107668;63,3866586176;95,1957859999;63,8957221814;
BA;2906402;Candeal;21,3401621852;10,7619457598;;;11,0180696342;11,097547442;11,2435349674;71,2419852767;11,9932837611;
BA;2906501;Candeias;51,3604821037;63,4553716105;67,5287841442;59,2715194757;58,8828118807;61,9341471105;85,1340300882;82,3073891169;76,1447673547;
BA;2906600;Candiba;14,36988073;7,1428571429;14,2065634323;13,7674674744;6,8488459695;;;21,1074368536;14,0173815531;
BA;2906709;Cândido Sales;6,7992520823;10,2473015439;40,4873201075;40,6549137007;25,9682445467;14,8942508192;11,2107623318;23,5460324935;35,528185694;
BA;2906808;Cansanção;11,5366866636;22,9904876857;20,0481154771;11,4191098804;8,5384943788;22,7046970342;27,6969948761;25,9134490801;22,9990800368;
BA;2906824;Canudos;;11,9695972231;17,8189593728;17,6928520878;29,2825768668;29,1154719618;11,6130530717;6,0027612702;35,8166189112;
BA;2906857;Capela do Alto Alegre;8,2338410869;24,7137325974;16,4839693398;32,981530343;24,744308809;16,5057357432;8,1947062198;17,1188906959;42,8816466552;
BA;2906873;Capim Grosso;24,9982144133;49,4664688008;27,9867063145;41,590129276;30,9225219035;27,2600265785;35,277893589;39,6956665564;65,6792880365;
BA;2906899;Caraíbas;9,2850510678;;;;;9,9860195726;;10,7874865156;43,922257604;
BA;2906907;Caravelas;13,2966935555;26,4328825058;17,5223409848;35,8294518094;35,6410941816;35,4798651765;35,3263269452;32,0307495195;41,0265761043;
BA;2907004;Cardeal da Silva;21,3310580205;74,0035944603;20,970955227;41,6189782541;41,3180456564;;40,778876542;65,331010453;75,7575757576;
BA;2907103;Carinhanha;;;9,9585062241;3,3593120129;30,1325833668;16,6939334246;13,3151359808;24,2130750605;20,7146556189;
BA;2907202;Casa Nova;40,9231084024;27,4340499877;22,8418062158;28,2501836262;22,3754317759;16,6267163621;37,0889310146;25,4460120444;18,2159571785;
BA;2907301;Castro Alves;14,942099365;14,8781848614;22,2271615915;11,0713363103;3,676876126;14,6589951259;47,8627443761;22,9445506692;30,5238658476;
BA;2907400;Catolândia;;;;;;;;;;
BA;2907509;Catu;52,0301031311;53,4670624458;45,7531889973;43,6197088384;57,7888539748;78,9747639731;74,9504791477;47,8750828607;47,7730413053;
BA;2907558;Caturama;10,7330685843;;;10,2459016393;10,2448519619;10,2448519619;;;10,7066381156;
BA;2907608;Central;16,7364016736;5,5639014077;27,75002775;22,1471679309;5,5251671363;27,5633958104;33,4541399498;34,8108609886;40,5750057964;
BA;2907707;Chorrochó;8,8425148112;8,805142203;8,7703911594;17,4764068508;34,8371363874;52,0833333333;8,6520159197;8,9855332914;8,9653935808;
BA;2907806;Cícero Dantas;17,6304654443;;8,7463556851;17,4297002092;8,685581934;11,6029471486;14,4588068593;24,0334064349;62,9571891114;
BA;2907905;Cipó;12,0481927711;;5,9601859578;11,862396204;11,8070724364;28,4026357646;22,6333955752;11,736400446;23,3959174124;
BA;2908002;Coaraci;63,3828323071;41,7226832321;90,1200018973;29,0979631426;49,5368306336;85,9845227859;56,7507609761;50,1616319251;74,4644289151;
BA;2908101;Cocos;5,2284847851;;5,1912993822;10,3729059696;;;15,4249575814;37,4051512237;10,6689427078;
BA;2908200;Conceição da Feira;9,3092533979;22,9937916762;27,2826482357;17,9969405201;13,3642195296;26,4783759929;56,9176882662;67,5827889164;26,79528403;
BA;2908309;Conceição do Almeida;;15,9778440562;16,0359204618;10,7273117357;10,7625248883;26,9934675808;27,3552905132;40,1813902761;23,0786983614;
BA;2908408;Conceição do Coité;21,4178624973;12,1237838329;10,5150891529;16,3870929297;29,5608732282;23,4783119094;29,4659300184;44,1051222776;54,3880587995;
BA;2908507;Conceição do Jacuípe;50,4127544269;28,0391301639;27,7443817627;30,524098776;42,3408437925;68,9634493718;107,0663811563;61,2726325787;72,9283782552;
BA;2908606;Conde;32,1465884433;43,6889347843;39,2880996346;31,111456794;65,4777953241;15,2706726731;15,1446312282;51,1508951407;50,7218103785;
BA;2908705;Condeúba;;;;5,4469197669;;5,4746523596;43,8861155302;22,9990800368;11,5480108551;
BA;2908804;Contendas do Sincorá;;;41,0340582684;22,9673863114;;;;24,3368216111;24,4738130201;
BA;2908903;Coração de Maria;8,4738581476;38,2978723404;38,4549649633;21,4463412542;17,2228202368;21,6029379996;50,0813822462;39,4080042035;30,8112152824;
BA;2909000;Cordeiros;11,6198001394;11,5526802218;;22,8519195612;;;;11,6877045348;;
BA;2909109;Coribe;6,6339392331;19,9428305524;33,3022512322;6,6560170394;13,3324445037;;20,0615220008;20,9966405375;7,0224719101;
BA;2909208;Coronel João Sá;22,2457037985;16,8690958165;17,0473917491;22,9594765239;;11,6965904439;29,4967848505;25,0015625977;12,6574267451;
BA;2909307;Correntina;;12,1036068748;6,0302719653;33,3535476046;6,0443047538;12,0558184394;6,0105184072;28,1056773468;21,8197687105;
BA;2909406;Cotegipe;;;;;6,9473391691;;20,8203206329;28,9645184649;21,745433459;
BA;2909505;Cravolândia;;;;;18,0115273775;17,9823772703;;;18,6950831931;
BA;2909604;Crisópolis;80,4886132285;47,0987189148;18,7476565429;18,6610683462;18,57959032;32,380423721;4,6082949309;28,6054827175;38,0228136882;
BA;2909703;Cristópolis;;;;;;;6,9666991779;14,4581797152;14,4175317186;
BA;2909802;Cruz das Almas;16,1948565136;11,2370372749;20,6973411877;26,8566644023;65,869953891;57,6395812562;43,375883009;48,0099860771;62,0317793577;
BA;2909901;Curaçá;32,4560368228;29,2525961679;20,3116385689;34,5572354212;40,0297363756;19,8812803545;42,4688561721;29,2517404786;26,1711593824;
BA;2910008;Dário Meira;14,7885241053;30,0661455201;30,9717382888;;16,4028540966;24,9500998004;25,2865812542;54,0102619498;27,5077938749;
BA;2910057;Dias d'Ávila;82,8547755778;66,8542299228;81,6382066807;75,8957698095;78,3044476926;61,4935239633;86,9006687573;93,3241287617;48,9427119282;
BA;2910107;Dom Basílio;;16,6209590293;;;8,0366471108;;7,9662232136;16,5139129717;16,4541341012;
BA;2910206;Dom Macedo Costa;;;;;;;;;49,3827160494;
BA;2910305;Elísio Medrado;;23,832221163;23,7840409086;;23,7614351907;23,7135404316;;12,3228589033;24,6335755635;
BA;2910404;Encruzilhada;15,9744408946;12,3304562269;36,3487664137;18,6758801008;23,9670213786;29,5115832964;55,451933256;43,9463854098;51,1567100551;
BA;2910503;Entre Rios;23,8044228618;37,8868603632;47,1242430668;44,5590994371;77,0451998506;44,1798818769;64,8568516631;74,65741878;105,6321121621;
BA;2910602;Esplanada;40,5092592593;51,3669311112;50,7070820891;61,2301697746;60,5360189313;51,7372835203;62,0196845086;71,2094653812;78,6291415867;
BA;2910701;Euclides da Cunha;8,4308501669;11,7160694261;16,6215115603;9,9078569305;9,8467194013;16,4826108456;34,0809503716;26,8686291961;30,0792085826;
BA;2910727;Eunápolis;90,9375088806;68,2185610556;100,579485476;75,8102217449;82,117928486;58,3085227624;99,7593524393;77,331175254;69,4456810128;
BA;2910750;Fátima;5,3769222497;;5,3917075538;5,398402073;5,4056976053;21,6415084131;5,4168246574;11,3301608883;34,0889722175;
BA;2910776;Feira da Mata;46,0405156538;15,3350713081;;16,9262017603;16,9004563123;33,823778116;16,8976005407;35,2547153182;;
BA;2910800;Feira de Santana;53,8805965059;44,6577530915;49,1714199039;42,5644942827;42,6467104027;35,3022144852;40,3122836828;37,0402217122;42,4650728874;
BA;2910859;Filadélfia;5,6698985088;;5,677302146;34,0850991308;11,3713895838;5,6876350813;29,0968342644;18,2426269383;36,563071298;
BA;2910909;Firmino Alves;;17,55001755;;;34,6680533888;;51,6884906961;;35,6887937188;
BA;2911006;Floresta Azul;8,9039266316;8,9381480157;8,8809946714;52,6685393258;35,2391859748;17,6819025727;79,794308006;18,6133085156;28,0741156654;
